133,0,20200324,AND
164,0,20200325,AND
188,0,20200326,AND
224,3,20200327,AND
267,3,20200328,AND
308,4,20200329,AND
334,6,20200330,AND
370,8,20200331,AND
376,12,20200401,AND
390,14,20200402,AND
428,15,20200403,AND
439,16,20200404,AND
466,17,20200405,AND
501,18,20200406,AND
526,21,20200407,AND
545,22,20200408,AND
564,23,20200409,AND
583,25,20200410,AND
601,26,20200411,AND
622,28,20200412,AND
638,29,20200413,AND
646,29,20200414,AND
659,31,20200415,AND
673,33,20200416,AND
682,33,20200417,AND
696,35,20200418,AND
704,35,20200419,AND
713,36,20200420,AND
717,36,20200421,AND
717,37,20200422,AND
723,37,20200423,AND
724,37,20200424,AND
731,40,20200425,AND
733,40,20200426,AND
740,40,20200427,AND
743,40,20200428,AND
743,41,20200429,AND
743,42,20200430,AND
745,42,20200501,AND
746,43,20200502,AND
747,44,20200503,AND
748,45,20200504,AND
750,45,20200505,AND
751,46,20200506,AND
751,46,20200507,AND
752,47,20200508,AND
752,47,20200509,AND
754,48,20200510,AND
755,48,20200511,AND
756,48,20200512,AND
758,48,20200513,AND
760,49,20200514,AND
761,49,20200515,AND
761,49,20200516,AND
761,51,20200517,AND
761,51,20200518,AND
761,51,20200519,AND
761,51,20200520,AND
762,51,20200521,AND
762,51,20200522,AND
762,51,20200523,AND
762,51,20200524,AND
763,51,20200525,AND
763,51,20200526,AND
763,51,20200527,AND
763,51,20200528,AND
763,51,20200529,AND
764,51,20200530,AND
764,51,20200531,AND
764,51,20200601,AND
765,51,20200602,AND
844,51,20200603,AND
851,51,20200604,AND
852,51,20200605,AND
852,51,20200606,AND
852,51,20200607,AND
852,51,20200608,AND
852,51,20200609,AND
852,51,20200610,AND
852,51,20200611,AND
852,51,20200612,AND
853,51,20200613,AND
853,51,20200614,AND
853,51,20200615,AND
853,51,20200616,AND
854,52,20200617,AND
854,52,20200618,AND
855,52,20200619,AND
855,52,20200620,AND
855,52,20200621,AND
855,52,20200622,AND
855,52,20200623,AND
855,52,20200624,AND
855,52,20200625,AND
855,52,20200626,AND
855,52,20200627,AND
855,52,20200628,AND
855,52,20200629,AND
855,52,20200630,AND
855,52,20200701,AND
855,52,20200702,AND
855,52,20200703,AND
,,20200704,AND
,,20200705,AND
,,20200706,AND
0,0,20200101,ARE
0,0,20200102,ARE
0,0,20200103,ARE
0,0,20200104,ARE
0,0,20200105,ARE
0,0,20200106,ARE
0,0,20200107,ARE
0,0,20200108,ARE
0,0,20200109,ARE
0,0,20200110,ARE
0,0,20200111,ARE
0,0,20200112,ARE
0,0,20200113,ARE
0,0,20200114,ARE
0,0,20200115,ARE
0,0,20200116,ARE
0,0,20200117,ARE
0,0,20200118,ARE
0,0,20200119,ARE
0,0,20200120,ARE
0,0,20200121,ARE
0,0,20200122,ARE
0,0,20200123,ARE
0,0,20200124,ARE
0,0,20200125,ARE
0,0,20200126,ARE
1,0,20200127,ARE
1,0,20200128,ARE
1,0,20200129,ARE
4,0,20200130,ARE
4,0,20200131,ARE
4,0,20200201,ARE
5,0,20200202,ARE
5,0,20200203,ARE
5,0,20200204,ARE
5,0,20200205,ARE
5,0,20200206,ARE
5,0,20200207,ARE
7,0,20200208,ARE
7,0,20200209,ARE
7,0,20200210,ARE
8,0,20200211,ARE
8,0,20200212,ARE
8,0,20200213,ARE
8,0,20200214,ARE
8,0,20200215,ARE
8,0,20200216,ARE
9,0,20200217,ARE
9,0,20200218,ARE
9,0,20200219,ARE
9,0,20200220,ARE
9,0,20200221,ARE
11,0,20200222,ARE
13,0,20200223,ARE
13,0,20200224,ARE
13,0,20200225,ARE
13,0,20200226,ARE
13,0,20200227,ARE
19,0,20200228,ARE
19,0,20200229,ARE
21,0,20200301,ARE
21,0,20200302,ARE
,,20200303,ARE
27,0,20200304,ARE
,,20200305,ARE
29,0,20200306,ARE
,,20200307,ARE
45,0,20200308,ARE
,,20200309,ARE
59,0,20200310,ARE
74,0,20200311,ARE
,,20200312,ARE
85,0,20200313,ARE
,,20200314,ARE
85,0,20200315,ARE
86,0,20200316,ARE
98,0,20200317,ARE
113,0,20200318,ARE
113,0,20200319,ARE
140,0,20200320,ARE
140,0,20200321,ARE
153,2,20200322,ARE
153,2,20200323,ARE
198,2,20200324,ARE
248,2,20200325,ARE
333,2,20200326,ARE
333,2,20200327,ARE
405,2,20200328,ARE
468,2,20200329,ARE
468,2,20200330,ARE
611,5,20200331,ARE
664,6,20200401,ARE
664,6,20200402,ARE
1024,8,20200403,ARE
1024,8,20200404,ARE
1505,10,20200405,ARE
1799,10,20200406,ARE
2076,11,20200407,ARE
2359,12,20200408,ARE
2659,12,20200409,ARE
2990,14,20200410,ARE
3360,16,20200411,ARE
3736,20,20200412,ARE
4123,22,20200413,ARE
4521,25,20200414,ARE
4933,28,20200415,ARE
5365,33,20200416,ARE
5825,33,20200417,ARE
5825,35,20200418,ARE
6302,37,20200419,ARE
6781,41,20200420,ARE
7265,43,20200421,ARE
7755,46,20200422,ARE
8238,52,20200423,ARE
8756,56,20200424,ARE
9281,64,20200425,ARE
9813,64,20200426,ARE
10349,76,20200427,ARE
10839,82,20200428,ARE
11380,89,20200429,ARE
11929,98,20200430,ARE
12481,105,20200501,ARE
13038,111,20200502,ARE
13599,119,20200503,ARE
14163,126,20200504,ARE
14730,137,20200505,ARE
15192,146,20200506,ARE
15738,157,20200507,ARE
16240,165,20200508,ARE
16793,174,20200509,ARE
17417,185,20200510,ARE
18198,198,20200511,ARE
18878,201,20200512,ARE
19661,203,20200513,ARE
20386,206,20200514,ARE
21084,208,20200515,ARE
21831,210,20200516,ARE
22627,214,20200517,ARE
23358,220,20200518,ARE
24190,224,20200519,ARE
25063,227,20200520,ARE
26004,233,20200521,ARE
26898,237,20200522,ARE
27892,241,20200523,ARE
28704,244,20200524,ARE
29485,245,20200525,ARE
30307,248,20200526,ARE
31086,253,20200527,ARE
31969,255,20200528,ARE
32532,258,20200529,ARE
33170,260,20200530,ARE
33896,262,20200531,ARE
34557,264,20200601,ARE
35192,266,20200602,ARE
35788,269,20200603,ARE
36359,270,20200604,ARE
37018,273,20200605,ARE
37642,274,20200606,ARE
38268,275,20200607,ARE
38808,276,20200608,ARE
39376,281,20200609,ARE
39904,283,20200610,ARE
40507,284,20200611,ARE
40986,286,20200612,ARE
41499,287,20200613,ARE
41900,288,20200614,ARE
42294,289,20200615,ARE
42636,291,20200616,ARE
42982,293,20200617,ARE
43364,295,20200618,ARE
43752,298,20200619,ARE
44145,300,20200620,ARE
44533,301,20200621,ARE
44925,302,20200622,ARE
45303,303,20200623,ARE
45683,305,20200624,ARE
46133,307,20200625,ARE
46563,308,20200626,ARE
46973,310,20200627,ARE
47360,311,20200628,ARE
47797,313,20200629,ARE
48246,314,20200630,ARE
48667,315,20200701,ARE
49069,316,20200702,ARE
,,20200101,ARG
,,20200102,ARG
,,20200103,ARG
,,20200104,ARG
,,20200105,ARG
,,20200106,ARG
,,20200107,ARG
,,20200108,ARG
,,20200109,ARG
,,20200110,ARG
,,20200111,ARG
